;Date;Q-P1;Q-P2;Q-P3;Q-P4
1367;17.03.2014;3066;3488;3132;1220
1368;18.03.2014;6479;1324;617;1800
1369;19.03.2014;1748;2951;5224;682
1370;20.03.2014;6427;2900;3316;1020
1371;21.03.2014;5886;866;5015;337
1372;22.03.2014;4906;2877;4057;1790
1373;23.03.2014;2110;3106;2179;1385
1374;24.03.2014;1245;2970;667;519
1375;25.03.2014;5129;3257;1112;1610
1376;26.03.2014;800;1048;4335;406
1377;27.03.2014;6949;2322;4624;1144
1378;28.03.2014;4540;457;3510;292
1379;29.03.2014;7250;3045;1602;1446
1380;30.03.2014;3561;3471;1201;784
1381;31.03.2014;3894;1151;1070;1572
1382;01.04.2014;7069;2642;5606;870
1383;02.04.2014;3293;2404;1161;495
1384;03.04.2014;2130;3477;1930;1380
1385;04.04.2014;7850;3738;1935;871
1386;05.04.2014;1481;2796;2914;302
1387;06.04.2014;7726;3233;4334;329
1388;07.04.2014;4889;1004;5797;920
1389;08.04.2014;2626;3429;4221;393
1390;09.04.2014;2058;1765;2697;851
1391;10.04.2014;1022;1265;2386;540
1392;11.04.2014;2730;3549;5920;1936
1393;12.04.2014;6051;870;378;922
1394;13.04.2014;3055;2061;4203;831
1395;14.04.2014;1241;796;1519;1323
1396;15.04.2014;1300;3949;484;564
1397;16.04.2014;4455;1564;5214;306
1398;17.04.2014;3033;3824;3394;757
1399;18.04.2014;7034;782;1362;597
1400;19.04.2014;1517;1881;528;858
1401;20.04.2014;6072;3636;1703;1124
1402;21.04.2014;2402;1165;4130;1812
1403;22.04.2014;6728;3170;3251;1910
1404;23.04.2014;5107;574;3526;1800
1405;24.04.2014;1439;2781;4060;485
1406;25.04.2014;5889;3490;4491;1139
1407;26.04.2014;3196;2637;2093;843
1408;27.04.2014;588;1215;2246;318
1409;28.04.2014;560;3210;586;877
1410;29.04.2014;2202;3294;3478;698
1411;30.04.2014;6735;3996;2771;1044
1412;01.05.2014;624;3344;3217;400
1413;02.05.2014;1074;2790;5425;739
1414;03.05.2014;2551;1666;5289;1904
1415;04.05.2014;5319;3249;5400;1230
1416;05.05.2014;6601;361;3458;1984
1417;06.05.2014;2660;2942;2039;470
1418;07.05.2014;441;1999;4060;887
1419;08.05.2014;4528;952;3472;1069
1420;09.05.2014;7094;2661;5062;622
1421;10.05.2014;3358;3882;1771;1081
1422;11.05.2014;2971;1327;2347;957
1423;12.05.2014;3613;818;4054;1419
1424;13.05.2014;2931;3059;4274;1844
1425;14.05.2014;803;2740;4290;1953
1426;15.05.2014;3857;824;2915;677
1427;16.05.2014;1162;3909;482;1940
1428;17.05.2014;3346;899;5179;1709
1429;18.05.2014;7881;500;5110;774
1430;19.05.2014;1630;915;3187;1139
1431;20.05.2014;1962;1491;2333;362
1432;21.05.2014;6680;2898;4499;993
1433;22.05.2014;4369;2900;4146;1154
1434;23.05.2014;4424;2560;4501;1030
1435;24.05.2014;2791;1572;843;1478
1436;25.05.2014;5742;2343;4147;963
1437;26.05.2014;3785;3701;3638;1589
1438;27.05.2014;4598;3672;918;1172
1439;28.05.2014;2261;3967;1483;639
1440;29.05.2014;6403;938;2755;1661
1441;30.05.2014;7404;2905;4171;1768
1442;31.05.2014;6919;2417;3261;287
1443;01.06.2014;1448;3148;1597;871
1444;02.06.2014;3158;1437;4626;1643
1445;03.06.2014;6288;546;2032;438
1446;04.06.2014;2384;455;5069;1867
1447;05.06.2014;3114;3649;4192;979
1448;06.06.2014;6418;678;502;729
1449;07.06.2014;7449;1443;1061;270
1450;08.06.2014;6179;1809;4584;656
1451;09.06.2014;5541;3479;1752;1211
1452;10.06.2014;5515;3317;382;522
1453;11.06.2014;5029;844;4135;1186
1454;12.06.2014;1891;3048;5097;1146
1455;13.06.2014;4827;1731;868;1991
1456;14.06.2014;6363;3030;2833;932
1457;15.06.2014;2513;1287;2957;1244
1458;16.06.2014;5374;675;3138;1106
1459;17.06.2014;7487;2573;1944;581
1460;18.06.2014;4148;2471;2021;1058
1461;19.06.2014;5224;3242;3696;1464
1462;20.06.2014;4643;2934;1376;353
1463;21.06.2014;4138;3685;5814;378
1464;22.06.2014;2448;2362;3544;1382
1465;23.06.2014;4149;456;4123;299
1466;24.06.2014;7663;2307;5094;261
1467;25.06.2014;3723;2727;4658;1820
1468;26.06.2014;5787;1641;471;1518
1469;27.06.2014;4750;2585;5090;1795
1470;28.06.2014;6336;3627;633;1395
1471;29.06.2014;4392;1097;5199;1943
1472;30.06.2014;310;3217;3768;1844
1473;01.07.2014;6037;3286;4817;555
1474;02.07.2014;871;2681;1094;1784
1475;03.07.2014;4872;2930;4244;1607
1476;04.07.2014;4095;2604;664;918
1477;05.07.2014;3953;2176;5750;1583
1478;06.07.2014;278;3793;3702;365
1479;07.07.2014;7016;2819;5215;815
1480;08.07.2014;5897;656;1836;1138
1481;09.07.2014;4148;2558;5153;1006
1482;10.07.2014;5868;2261;1532;1374
1483;11.07.2014;3309;2522;4886;268
1484;12.07.2014;5772;794;5746;1341
1485;13.07.2014;6226;2948;2977;1370
1486;14.07.2014;7361;2365;4953;1833
1487;15.07.2014;3447;1477;945;936
1488;16.07.2014;6859;291;2651;1243
1489;17.07.2014;5221;565;1417;963
1490;18.07.2014;4701;2362;4278;1174
1491;19.07.2014;1134;2019;3732;1128
1492;20.07.2014;3425;2656;1524;1234
1493;21.07.2014;5437;2684;5913;1042
1494;22.07.2014;5576;1725;1631;1416
1495;23.07.2014;7732;1446;2199;1296
1496;24.07.2014;3835;2196;3197;886
1497;25.07.2014;1424;3034;733;1541
1498;26.07.2014;2856;3176;5840;1193
1499;27.07.2014;1949;2194;5914;344
1500;28.07.2014;3362;1790;4652;1801
1501;29.07.2014;7955;3975;1284;1131
1502;30.07.2014;754;2991;591;1876
1503;31.07.2014;1488;1013;535;1507
1504;01.08.2014;6099;2765;3207;1194
1505;02.08.2014;985;3683;5156;1412
1506;03.08.2014;5307;688;801;1472
1507;04.08.2014;3356;457;1644;1838
1508;05.08.2014;7988;3301;1740;1098
1509;06.08.2014;5406;2165;2086;1705
1510;07.08.2014;3832;2212;1716;1454
1511;08.08.2014;3495;1540;4921;984
1512;09.08.2014;5458;1941;5354;1566
1513;10.08.2014;5119;1276;5945;548
1514;11.08.2014;2870;3842;4804;1720
1515;12.08.2014;4537;3033;4263;934
1516;13.08.2014;6031;3131;5170;349
1517;14.08.2014;5166;3803;4742;1602
1518;15.08.2014;3619;1686;3495;1299
1519;16.08.2014;5000;3288;2478;1086
1520;17.08.2014;4150;2888;2540;1067
1521;18.08.2014;7559;3118;848;524
1522;19.08.2014;6247;867;4912;1719
1523;20.08.2014;4630;1933;3241;1990
1524;21.08.2014;3357;2664;5183;765
1525;22.08.2014;1149;3927;2854;346
1526;23.08.2014;863;1103;3135;938
1527;24.08.2014;6969;1047;4101;1963
1528;25.08.2014;4195;1267;2942;1589
1529;26.08.2014;5382;2353;4110;699
1530;27.08.2014;891;1935;3196;885
1531;28.08.2014;2398;3475;2908;747
1532;29.08.2014;2170;3571;2447;537
1533;31.08.2014;7708;427;3960;452
1534;01.09.2014;3889;2385;2264;607
1535;02.09.2014;6890;1010;2673;1282
1536;03.09.2014;6630;2372;1283;917
1537;04.09.2014;4149;1342;5354;1046
1538;05.09.2014;5979;3209;3793;379
1539;06.09.2014;5030;3850;5484;1528
1540;07.09.2014;6540;3079;889;726
1541;08.09.2014;2277;1019;5509;1150
1542;09.09.2014;6233;1893;5098;679
1543;10.09.2014;6855;2928;3641;695
1544;11.09.2014;2984;2122;3734;888
1545;12.09.2014;7722;1090;367;1703
1546;13.09.2014;6438;1105;3078;1465
1547;14.09.2014;2968;3648;5243;1120
1548;15.09.2014;5129;1498;5944;483
1549;16.09.2014;4454;2927;4712;865
1550;17.09.2014;5856;1712;2981;1389
1551;18.09.2014;4722;872;3846;537
1552;19.09.2014;4031;3001;5695;1630
1553;20.09.2014;1610;2209;1342;1142
1554;21.09.2014;1238;1354;5033;1963
1555;22.09.2014;4809;2504;953;1792
1556;23.09.2014;6183;871;1313;1389
1557;24.09.2014;6810;774;4298;1875
1558;25.09.2014;5806;914;2637;428
1559;26.09.2014;254;3421;560;1023
1560;27.09.2014;5435;1754;3702;1378
1561;28.09.2014;6866;3327;5498;697
1562;29.09.2014;5300;2735;1019;967
1563;30.09.2014;7987;923;2631;1475
1564;31-9-2014;5333;833;3494;618
1565;01.10.2014;4096;674;4337;982
1566;02.10.2014;6858;1270;5833;1094
1567;03.10.2014;7453;1378;3898;1282
1568;04.10.2014;575;708;3097;655
1569;05.10.2014;7246;3722;947;726
1570;06.10.2014;6875;3630;5879;1169
1571;07.10.2014;6260;623;5985;553
1572;08.10.2014;6031;2297;2022;1997
1573;09.10.2014;6928;2426;5782;1951
1574;10.10.2014;2807;906;2065;1624
1575;11.10.2014;2871;886;4641;1411
1576;12.10.2014;7068;2307;1539;671
1577;13.10.2014;3452;539;3044;1930
1578;14.10.2014;3492;718;2089;860
1579;15.10.2014;2423;942;1169;695
1580;16.10.2014;6136;1810;3320;921
1581;17.10.2014;5652;3741;5324;1752
1582;18.10.2014;7891;2493;5036;1613
1583;19.10.2014;1472;449;495;1931
1584;20.10.2014;1056;1669;4700;398
1585;21.10.2014;6017;1010;2990;1040
1586;22.10.2014;5518;1562;4131;1720
1587;23.10.2014;3687;1823;386;1270
1588;24.10.2014;3647;1911;4790;571
1589;25.10.2014;5112;3966;5898;1318
1590;26.10.2014;3812;682;5665;636
1591;27.10.2014;754;1290;2502;829
1592;28.10.2014;1649;458;1323;692
1593;29.10.2014;3766;2561;830;435
1594;30.10.2014;1376;3664;5649;1767
1595;01.11.2014;2662;2685;3285;1817
1596;02.11.2014;5618;2968;4612;628
1597;03.11.2014;6438;1513;393;1759
1598;04.11.2014;5296;2145;1025;1624
1599;05.11.2014;2380;2291;5776;674
1600;06.11.2014;2427;1283;4026;1355
1601;07.11.2014;1816;1690;5455;1971
1602;08.11.2014;6085;2383;5161;1797
1603;09.11.2014;6119;2756;1230;1040
1604;10.11.2014;2073;3834;5284;1998
1605;11.11.2014;5767;792;5118;1846
1606;12.11.2014;1062;969;1560;475
1607;13.11.2014;7178;2656;5728;1076
1608;14.11.2014;7924;3702;3115;617
1609;15.11.2014;2633;793;4703;1510
1610;16.11.2014;7405;1545;802;1681
1611;17.11.2014;5598;931;1280;1978
1612;18.11.2014;7234;987;5438;1944
1613;19.11.2014;5994;2421;1098;763
1614;20.11.2014;526;2952;1317;1493
1615;21.11.2014;5483;755;1559;1675
1616;22.11.2014;445;1244;4031;1840
1617;23.11.2014;1844;2120;4254;530
1618;24.11.2014;1342;3697;1028;1172
1619;25.11.2014;332;885;3008;1564
1620;26.11.2014;2201;1368;4376;483
1621;27.11.2014;287;1694;4675;1322
1622;28.11.2014;4139;796;2169;1432
1623;29.11.2014;7463;3562;4050;1286
1624;30.11.2014;1789;1240;3986;2000
1625;31-11-2014;3870;2779;3246;1290
1626;01.12.2014;5633;2288;5668;1830
1627;02.12.2014;2304;1029;4754;1361
1628;03.12.2014;4261;844;600;434
1629;04.12.2014;7405;2944;792;1868
1630;05.12.2014;2456;492;1238;527
1631;06.12.2014;7800;2622;5588;1028
1632;07.12.2014;4147;1783;893;595
1633;08.12.2014;3060;483;963;1173
1634;09.12.2014;1741;3698;5319;355
1635;10.12.2014;4689;3780;1509;325
1636;11.12.2014;4233;561;2143;1279
1637;12.12.2014;6782;2666;3434;451
1638;13.12.2014;5737;3433;2459;556
1639;14.12.2014;4880;709;4019;1103
1640;15.12.2014;7043;1950;4772;395
1641;16.12.2014;3044;1539;865;1748
1642;17.12.2014;4446;416;1557;267
1643;18.12.2014;2574;363;5817;854
1644;19.12.2014;7200;1884;5007;1431
1645;20.12.2014;1376;762;4238;1758
1646;21.12.2014;3710;1194;5685;865
1647;22.12.2014;6892;553;4496;1882
1648;23.12.2014;3757;1282;3457;1870
1649;24.12.2014;4226;2761;2177;556
1650;25.12.2014;5868;3974;835;1265
1651;26.12.2014;4428;808;728;1700
1652;27.12.2014;1151;1706;3786;1454
1653;28.12.2014;1391;2755;4531;1107
1654;29.12.2014;7909;1605;3065;840
1655;30.12.2014;2123;2323;1363;650
1656;01.01.2015;2352;2545;2131;1261
1657;02.01.2015;1628;3389;3271;1504
1658;03.01.2015;1332;2702;360;375
1659;04.01.2015;7076;2139;1016;1153
1660;05.01.2015;5673;3017;4945;661
1661;06.01.2015;7931;3483;1778;773
1662;07.01.2015;776;3521;5185;323
1663;08.01.2015;7893;2379;3035;931
1664;09.01.2015;4624;976;2218;1840
1665;10.01.2015;926;2436;1273;1465
1666;11.01.2015;1542;1109;3051;1983
1667;12.01.2015;1538;1058;1895;1241
1668;13.01.2015;4821;3281;629;1437
1669;14.01.2015;5694;2320;3260;1037
1670;15.01.2015;2183;3460;1797;1644
1671;16.01.2015;5861;459;2015;1190
1672;17.01.2015;4247;1978;5797;1120
1673;18.01.2015;711;3690;5006;524
1674;19.01.2015;5982;2425;1310;834
1675;20.01.2015;2365;911;4648;1131
1676;21.01.2015;2585;2819;1339;898
1677;22.01.2015;6405;2993;2394;900
1678;23.01.2015;1127;2457;4276;1608
1679;24.01.2015;1283;1594;4992;1737
1680;25.01.2015;5280;1355;5145;431
1681;26.01.2015;5772;3561;1540;1674
1682;27.01.2015;2010;3583;2531;1060
1683;28.01.2015;5963;1153;3683;1367
1684;29.01.2015;1794;2442;1288;788
1685;30.01.2015;5549;3751;3742;719
1686;31.01.2015;4000;3967;345;1575
1687;01.02.2015;5961;521;1047;1272
1688;02.02.2015;6527;2120;4175;1659
1689;03.02.2015;2357;913;4027;1546
1690;04.02.2015;6559;688;2536;1642
1691;05.02.2015;4902;2871;1550;920
1692;06.02.2015;7540;1402;2118;1241
1693;07.02.2015;1042;1295;3822;1081
1694;08.02.2015;6018;344;3433;710
1695;09.02.2015;3306;2863;2506;343
1696;10.02.2015;6072;2701;445;1583
1697;11.02.2015;7189;411;4879;355
1698;12.02.2015;7325;2673;3952;534
1699;13.02.2015;1408;2398;2307;377
1700;14.02.2015;5452;2018;4180;587
1701;15.02.2015;1606;705;2578;1188
1702;16.02.2015;7145;3194;5087;394
1703;17.02.2015;2212;2405;5926;502
1704;18.02.2015;7020;1522;1927;792
1705;19.02.2015;4783;485;2505;1698
1706;20.02.2015;6184;2723;938;1816
1707;21.02.2015;4302;497;376;777
1708;22.02.2015;7496;1962;5577;913
1709;23.02.2015;496;1051;1555;1813
1710;24.02.2015;5184;897;2835;1555
1711;25.02.2015;5861;486;5247;1676
1712;26.02.2015;7177;2185;1932;1615
1713;27.02.2015;2780;1072;2555;1911
1714;28.02.2015;5821;3542;4698;1036
1715;01.03.2015;3283;2632;2430;1488
1716;02.03.2015;7349;886;5022;1758
1717;03.03.2015;3360;2180;436;1559
1718;04.03.2015;623;736;2370;513
1719;05.03.2015;1626;2237;2367;605
1720;06.03.2015;2866;344;3775;987
1721;07.03.2015;6983;666;594;1144
1722;08.03.2015;1142;3350;1212;1199
1723;09.03.2015;1162;1388;4563;1459
1724;10.03.2015;3794;2420;631;1313
1725;11.03.2015;7098;3536;929;918
1726;12.03.2015;594;3732;2107;1754
1727;13.03.2015;4511;1236;3579;1414
1728;14.03.2015;1225;3608;489;1326
1729;15.03.2015;419;2388;3885;1033
1730;16.03.2015;707;1741;929;1175
1731;17.03.2015;3608;711;4546;420
1732;18.03.2015;1790;3264;4279;533
1733;19.03.2015;1385;3246;3522;1260
1734;20.03.2015;2050;3821;3127;662
1735;21.03.2015;2025;3696;2559;1342
1736;22.03.2015;2651;3315;4760;886
1737;23.03.2015;2125;334;447;281
1738;24.03.2015;4138;2156;1413;1070
1739;25.03.2015;6593;3123;1055;676
1740;26.03.2015;4303;2786;3397;1974
1741;27.03.2015;303;2849;840;1996
1742;28.03.2015;5934;488;2223;1051
1743;29.03.2015;6563;939;2870;1718
1744;30.03.2015;3790;503;4087;1050
1745;31.03.2015;3667;1575;943;1368
1746;01.04.2015;3474;554;1499;890
1747;02.04.2015;270;2926;322;1423
1748;03.04.2015;3806;1292;1928;1696
1749;04.04.2015;2585;1077;4823;285
1750;05.04.2015;2656;2091;1936;273
1751;06.04.2015;6865;3867;1986;1044
1752;07.04.2015;7126;285;2891;1340
1753;08.04.2015;7031;782;337;1021
1754;09.04.2015;6449;2826;3543;787
1755;10.04.2015;1855;1690;3610;1282
1756;11.04.2015;7960;1821;2598;1534
1757;12.04.2015;1148;3905;5222;1749
1758;13.04.2015;5822;2060;1765;1098
1759;14.04.2015;2241;2717;4144;1797
1760;15.04.2015;5392;728;2199;963
1761;16.04.2015;6230;3421;1620;1477
1762;17.04.2015;1822;1896;5958;771
1763;18.04.2015;7608;1097;882;877
1764;19.04.2015;790;2677;966;1553
1765;20.04.2015;1583;394;5509;428
1766;21.04.2015;4836;1954;3311;1450
1767;22.04.2015;3366;1398;2228;254
1768;23.04.2015;5392;2172;3449;265
1769;24.04.2015;3040;2183;504;255
1770;25.04.2015;556;2120;2819;1579
1771;26.04.2015;404;3206;1673;1631
1772;27.04.2015;3749;1988;4147;1367
1773;28.04.2015;5153;1833;5625;1134
1774;29.04.2015;7309;997;4216;799
1775;30.04.2015;5590;3064;5539;1706
1776;01.05.2015;7859;638;4796;1898
1777;02.05.2015;3226;3993;2292;1535
1778;03.05.2015;1111;3667;4582;787
1779;04.05.2015;5664;1678;1699;1921
1780;05.05.2015;1566;3435;1383;438
1781;06.05.2015;840;3865;3821;1623
1782;07.05.2015;2613;3466;4814;1090
1783;08.05.2015;6321;2508;3134;1069
1784;09.05.2015;1015;3254;3852;289
1785;10.05.2015;1607;2811;3203;728
1786;11.05.2015;264;3218;1480;1054
1787;12.05.2015;4898;2697;1997;380
1788;13.05.2015;7448;2178;2094;1663
1789;14.05.2015;2775;2005;2648;934
1790;15.05.2015;7658;2520;4831;754
1791;16.05.2015;6743;3241;3984;634
1792;17.05.2015;1177;966;5356;1483
1793;18.05.2015;371;516;946;1180
1794;19.05.2015;2088;2209;976;1058
1795;20.05.2015;458;3533;1960;1285
1796;21.05.2015;4480;1987;1615;305
1797;22.05.2015;7632;1301;5971;969
1798;23.05.2015;1259;1468;2138;1920
1799;24.05.2015;1091;1080;5440;1118
1800;25.05.2015;3149;1625;4475;1631
1801;26.05.2015;448;2329;4049;1466
1802;27.05.2015;975;2662;1619;393
1803;28.05.2015;1898;2195;3338;413
1804;29.05.2015;5730;409;2429;1403
1805;30.05.2015;5251;1426;5071;1522
1806;31.05.2015;4606;592;316;630
1807;01.06.2015;3253;1280;4288;1129
1808;02.06.2015;916;2902;4251;295
1809;03.06.2015;7425;798;1468;1935
1810;04.06.2015;6958;3428;5713;1379
1811;05.06.2015;7647;675;3831;1832
1812;06.06.2015;1767;1185;4598;687
1813;07.06.2015;4762;2380;323;711
1814;08.06.2015;4593;445;1396;1884
1815;09.06.2015;4957;3057;1214;1655
1816;10.06.2015;4042;2276;4319;1429
1817;11.06.2015;3327;3544;5912;1719
1818;12.06.2015;6263;2852;5552;1794
1819;13.06.2015;5179;3669;5357;1484
1820;14.06.2015;921;1620;5464;1326
1821;15.06.2015;2853;1297;1458;254
1822;16.06.2015;2716;899;5444;804
1823;17.06.2015;2007;2257;5825;1951
1824;18.06.2015;1706;3128;5815;1570
1825;19.06.2015;2519;3487;2890;864
1826;20.06.2015;892;910;3104;1501
1827;21.06.2015;6299;823;2355;799
1828;22.06.2015;3723;3552;2491;1342
1829;23.06.2015;1653;1510;1891;1114
1830;24.06.2015;2985;969;5426;1519
1831;25.06.2015;7050;351;2397;1627
1832;26.06.2015;4253;3585;2885;1343
1833;27.06.2015;7648;1178;5921;798
1834;28.06.2015;7876;2156;5448;788
1835;29.06.2015;4968;3414;930;667
1836;30.06.2015;4717;2830;5531;654
1837;01.07.2015;7979;3840;1385;1429
1838;02.07.2015;5977;3845;5990;1209
1839;03.07.2015;5169;2943;5855;781
1840;04.07.2015;6824;580;487;747
1841;05.07.2015;6419;806;4909;1310
1842;06.07.2015;1580;3519;4811;745
1843;07.07.2015;6769;1131;5541;1243
1844;08.07.2015;3006;3648;5718;1126
1845;09.07.2015;4380;3803;3903;1003
1846;10.07.2015;5834;2069;4415;967
1847;11.07.2015;5495;2109;1173;1524
1848;12.07.2015;5257;3250;5376;1571
1849;13.07.2015;7771;1562;5644;751
1850;14.07.2015;1367;1210;5626;849
1851;15.07.2015;4759;359;3721;694
1852;16.07.2015;1630;1594;4124;312
1853;17.07.2015;7064;3113;1938;1224
1854;18.07.2015;1706;575;3345;835
1855;19.07.2015;6750;1269;1249;1242
1856;20.07.2015;3464;1301;2023;616
1857;21.07.2015;5923;2839;5832;357
1858;22.07.2015;7780;1678;3561;1111
1859;23.07.2015;7274;1228;3495;791
1860;24.07.2015;1925;401;5148;1255
1861;25.07.2015;4494;2004;1034;849
1862;26.07.2015;6700;1328;774;1170
1863;27.07.2015;3749;2345;4284;306
1864;28.07.2015;3625;3621;4092;807
1865;29.07.2015;7518;3959;1645;1968
1866;30.07.2015;5869;575;5964;905
1867;31.07.2015;4069;776;3603;342
1868;01.08.2015;1159;2805;1403;1918
1869;02.08.2015;4452;458;3336;616
1870;03.08.2015;4827;3307;351;1854
1871;04.08.2015;5258;3506;1197;570
1872;05.08.2015;3840;634;3649;1634
1873;06.08.2015;1886;1907;487;1897
1874;07.08.2015;2535;3603;814;1182
1875;08.08.2015;6675;2482;4520;494
1876;09.08.2015;2870;2318;5661;1950
1877;10.08.2015;5640;1564;3036;1957
1878;11.08.2015;6674;2977;908;1677
1879;12.08.2015;6118;3427;3559;467
1880;13.08.2015;2961;3239;1462;1133
1881;14.08.2015;3693;2328;1055;1609
1882;15.08.2015;5838;1760;2626;1033
1883;16.08.2015;3809;429;286;1909
1884;17.08.2015;5620;1267;4933;1921
1885;18.08.2015;2970;1225;1259;492
1886;19.08.2015;7617;3752;1724;1864
1887;20.08.2015;2626;2341;3384;793
1888;21.08.2015;4074;3533;2087;1460
1889;22.08.2015;6035;2320;4548;866
1890;23.08.2015;2586;3691;1567;1480
1891;24.08.2015;6273;1771;5823;474
1892;25.08.2015;903;3093;2662;1217
1893;26.08.2015;5026;1410;1486;815
1894;27.08.2015;4915;1098;765;701
1895;28.08.2015;414;934;2030;1481
1896;29.08.2015;4511;2615;4484;705
1897;31.08.2015;1797;3672;4081;1469
1898;01.09.2015;4536;1125;5079;1540
1899;02.09.2015;5022;1372;1058;723
1900;03.09.2015;1666;3853;4389;983
1901;04.09.2015;7256;3513;4278;954
1902;05.09.2015;306;3751;5881;1208
1903;06.09.2015;1439;681;5356;1611
1904;07.09.2015;5689;3959;1361;838
1905;08.09.2015;2634;2359;3935;1925
1906;09.09.2015;3499;3503;3099;1245
1907;10.09.2015;1306;1050;3435;1686
1908;11.09.2015;5166;2929;3678;1665
1909;12.09.2015;6721;1625;1759;1860
1910;13.09.2015;1450;3584;5853;611
1911;14.09.2015;2494;1890;4604;1418
1912;15.09.2015;832;1272;5848;1570
1913;16.09.2015;5062;2706;2010;1740
1914;17.09.2015;2367;2712;3342;659
1915;18.09.2015;4902;958;3871;1347
1916;19.09.2015;3406;2333;593;1207
1917;20.09.2015;2788;669;4095;1340
1918;21.09.2015;872;1637;865;1916
1919;22.09.2015;2617;1329;4746;1011
1920;23.09.2015;596;1122;2668;1641
1921;24.09.2015;499;3970;4623;1058
1922;25.09.2015;7061;511;3282;1106
1923;26.09.2015;4890;3685;5122;1933
1924;27.09.2015;3580;3251;771;436
1925;28.09.2015;1550;940;5056;1764
1926;29.09.2015;1464;2309;2241;823
1927;30.09.2015;5868;1809;5339;762
1928;31-9-2015;3583;2111;4225;1401
1929;01.10.2015;7552;3005;5750;556
1930;02.10.2015;6634;2078;2875;1298
1931;03.10.2015;2602;3945;1393;662
1932;04.10.2015;3876;977;2284;1254
1933;05.10.2015;6411;290;3233;712
1934;06.10.2015;5263;3197;1042;1722
1935;07.10.2015;5540;2518;2228;959
1936;08.10.2015;6594;631;5466;1742
1937;09.10.2015;7292;1777;334;1162
1938;10.10.2015;6160;262;5036;998
1939;11.10.2015;1615;963;5574;1474
1940;12.10.2015;7178;3154;3049;316
1941;13.10.2015;2759;1498;841;1868
1942;14.10.2015;4007;699;4070;1844
1943;15.10.2015;2081;530;644;1859
1944;16.10.2015;792;1864;3687;1490
1945;17.10.2015;7609;3285;1990;714
1946;18.10.2015;2589;695;3948;451
1947;19.10.2015;7270;1375;1792;544
1948;20.10.2015;4325;2626;2959;884
1949;21.10.2015;2926;600;4964;975
1950;22.10.2015;4636;1283;1834;1865
1951;23.10.2015;5068;3554;680;743
1952;24.10.2015;7186;1037;2898;1407
1953;25.10.2015;2419;445;3191;1876
1954;26.10.2015;1553;3738;1083;355
1955;27.10.2015;2623;545;572;279
1956;28.10.2015;2058;633;4249;874
1957;29.10.2015;773;3161;4623;1343
1958;30.10.2015;849;2620;3191;1636
1959;01.11.2015;6206;383;3436;1206
1960;02.11.2015;5870;1634;4739;554
1961;03.11.2015;2124;3304;2498;1419
1962;04.11.2015;4146;754;2621;1039
1963;05.11.2015;7166;1658;4531;1337
1964;06.11.2015;344;2789;4872;440
1965;07.11.2015;707;2646;2552;1143
1966;08.11.2015;6762;1066;5751;1237
1967;09.11.2015;4550;864;1885;1017
1968;10.11.2015;1021;375;5208;721
1969;11.11.2015;7328;2035;922;812
1970;12.11.2015;921;1772;1651;531
1971;13.11.2015;1958;615;4855;1285
1972;14.11.2015;2001;2313;1502;1508
1973;15.11.2015;5547;3887;484;742
1974;16.11.2015;6247;904;3235;339
1975;17.11.2015;7034;2267;4994;662
1976;18.11.2015;997;2674;1402;1538
1977;19.11.2015;6714;3655;544;627
1978;20.11.2015;5245;1122;5928;742
1979;21.11.2015;7549;725;1934;1091
1980;22.11.2015;4832;631;2539;1235
1981;23.11.2015;4204;2991;3147;1775
1982;24.11.2015;2389;2664;2911;1836
1983;25.11.2015;4402;3945;5643;1437
1984;26.11.2015;2052;953;5143;336
1985;27.11.2015;2453;548;2573;1684
1986;28.11.2015;6555;1155;397;1927
1987;29.11.2015;1305;1019;4401;1121
1988;30.11.2015;875;1682;1124;977
1989;31-11-2015;7516;3423;3116;458
1990;01.12.2015;7640;3757;4803;1032
1991;02.12.2015;6052;2203;3194;341
1992;03.12.2015;2383;1178;879;1274
1993;04.12.2015;5721;3973;5058;1711
1994;05.12.2015;2914;3467;1462;1198
1995;06.12.2015;5204;639;387;1426
1996;07.12.2015;1744;2353;4851;1345
1997;08.12.2015;4708;3200;2041;269
1998;09.12.2015;7873;3280;3499;1288
1999;10.12.2015;1130;2377;1858;1533
2000;11.12.2015;5342;1124;2533;616
2001;12.12.2015;4029;2712;1911;633
2002;13.12.2015;5150;3061;1919;845
2003;14.12.2015;1676;3198;5013;340
2004;15.12.2015;5810;2408;5712;1945
2005;16.12.2015;7711;2321;4053;1087
2006;17.12.2015;3297;2375;4942;1230
2007;18.12.2015;7652;2273;4485;667
2008;19.12.2015;3150;602;533;1396
2009;20.12.2015;5263;3130;2815;744
2010;21.12.2015;4549;3393;1757;1351
2011;22.12.2015;1836;2740;2433;1353
2012;23.12.2015;5162;1944;3293;1446
2013;24.12.2015;7021;3487;717;669
2014;25.12.2015;727;3163;783;1967
2015;26.12.2015;6685;3320;4771;526
2016;27.12.2015;4019;2065;4935;480
2017;28.12.2015;5670;3070;656;1287
2018;29.12.2015;4980;3443;962;1532
2019;30.12.2015;6471;1273;504;1617
2020;01.01.2016;4853;2422;2280;367
2021;02.01.2016;7166;445;1363;942
2022;03.01.2016;1707;574;2223;1799
2023;04.01.2016;5791;2793;5063;1307
2024;05.01.2016;1065;2039;2938;529
2025;06.01.2016;3362;1085;1930;1250
2026;07.01.2016;7962;2007;2042;1826
